,gene_symbol,identifier,clan,duplication_score,netto_dup,orthologs_cnt,human_dup,human_frac,dev_from_mean,human_protein_cnt
928,ANXA7,ENSGT00760000118972_ENSG00000138279_Annexin,Annexin,-0.292013249908,0,11,0,0.0,-0.0743301461938,1
929,PPP2R3B,ENSGT00530000063265_ENSG00000167393_EF-hand_7,EF_hand,-0.158010410642,1,14,0,0.0,-0.0743301461938,1
930,IL13RA1,ENSGT00530000063295_ENSG00000131724_fn3,E-set,-0.100379554656,0,32,0,0.0,-0.0743301461938,3
931,CIAO1,ENSGT00890000139406_ENSG00000144021_WD40,Beta_propeller,-0.247088134538,0,13,0,0.0,-0.0743301461938,1
932,COL17A1,ENSGT00820000126981_ENSG00000065618_Collagen,Collagen,0.0437696806118,4,18,0,0.0,-0.0743301461938,1
933,JAG2,ENSGT00810000125346_ENSG00000184916_EGF,EGF,-0.200759109312,0,16,0,0.0,-0.0743301461938,1
934,SOGA1,ENSGT00530000063889_ENSG00000149639_SOGA,SOGA,-0.267678812416,0,12,0,0.0,-0.0743301461938,1
935,PRPF39,ENSGT00390000005033_ENSG00000185246_TPR_14,TPR,-0.200759109312,0,16,0,0.0,-0.0743301461938,1
936,UCP2,ENSGT00760000119170_ENSG00000175567_Mito_carr,Mito_carr,-0.267678812416,0,12,0,0.0,-0.0743301461938,1
937,SLC25A2,ENSGT00730000110966_ENSG00000120329_Mito_carr,Mito_carr,-0.160607287449,0,20,0,0.0,-0.0743301461938,2
938,TTC1,ENSGT00900000140844_ENSG00000113312_TPR_1,TPR,-0.0865818392134,2,14,0,0.0,-0.0743301461938,1
939,ZNF775,ENSGT00840000129964_ENSG00000196456_zf-C2H2,C2H2-zf,2.61707765918,32,11,1,0.03125,0.25900318714,3
940,F11,ENSGT00760000118962_ENSG00000088926_PAN_1,PAN,-0.0141430499325,3,15,0,0.0,-0.0743301461938,2
941,GATM,ENSGT00390000011613_ENSG00000171766_Amidinotransf,GME,-0.229438982071,0,14,0,0.0,-0.0743301461938,1
942,SLC25A28,ENSGT00550000074721_ENSG00000155287_Mito_carr,Mito_carr,-0.200759109312,0,16,0,0.0,-0.0743301461938,1
943,EML4,ENSGT00550000074369_ENSG00000143924_WD40,Beta_propeller,-0.229438982071,0,14,0,0.0,-0.0743301461938,1
944,FBXL4,ENSGT00760000119059_ENSG00000112234_LRR_4,LRR,-0.229438982071,0,14,0,0.0,-0.0743301461938,1
945,COMP,ENSGT00850000132273_ENSG00000105664_TSP_3,TSP_3,-0.214143049933,0,15,0,0.0,-0.0743301461938,1
946,OTOGL,ENSGT00760000118896_ENSG00000165899_VWD,VWD,-0.229438982071,0,14,0,0.0,-0.0743301461938,1
947,NCAM2,ENSGT00910000144011_ENSG00000154654_I-set,Ig,-0.214143049933,0,15,0,0.0,-0.0743301461938,1
948,SLC25A23,ENSGT00880000137904_ENSG00000125648_Mito_carr,Mito_carr,-0.17845254161,0,18,0,0.0,-0.0743301461938,2
949,HNRNPH2,ENSGT00760000119102_ENSG00000126945_RRM_1,RRM,-0.0850825288072,1,26,0,0.0,-0.0743301461938,3
950,NEO1,ENSGT00910000144009_ENSG00000067141_fn3,E-set,0.519190283401,11,15,0,0.0,-0.0743301461938,1
951,PPP2R1B,ENSGT00730000110944_ENSG00000137713_HEAT,TPR,-0.184345479082,1,12,0,0.0,-0.0743301461938,1
952,PAM,ENSGT00530000063085_ENSG00000145730_NHL,Beta_propeller,0.0562753036437,4,14,0,0.0,-0.0743301461938,1
953,DLL4,ENSGT00810000125346_ENSG00000128917_EGF,EGF,-0.200759109312,0,16,0,0.0,-0.0743301461938,1
954,WDR27,ENSGT00390000012017_ENSG00000184465_WD40,Beta_propeller,-0.247088134538,0,13,0,0.0,-0.0743301461938,1
955,NCS1,ENSGT00760000118820_ENSG00000107130_EF-hand_7,EF_hand,-0.247088134538,0,13,0,0.0,-0.0743301461938,1
956,WDR33,ENSGT00730000111130_ENSG00000136709_WD40,Beta_propeller,0.770561017929,14,14,0,0.0,-0.0743301461938,1
957,IL1RL2,ENSGT00760000119071_ENSG00000115598_Ig_3,Ig,-0.0944748749702,0,34,0,0.0,-0.0743301461938,3
958,IL13RA2,ENSGT00530000063295_ENSG00000123496_fn3,E-set,-0.100379554656,0,32,0,0.0,-0.0743301461938,3
959,CNTRL,ENSGT00920000149086_ENSG00000119397_LRR_4,LRR,1.13752725008,18,13,0,0.0,-0.0743301461938,1
960,HNRNPH1,ENSGT00760000119102_ENSG00000169045_RRM_1,RRM,-0.123544067269,0,26,0,0.0,-0.0743301461938,3
961,ZNF219,ENSGT00530000063100_ENSG00000165804_zf-C2H2,C2H2-zf,-0.292013249908,0,11,0,0.0,-0.0743301461938,1
962,ATP6V1H,ENSGT00390000003289_ENSG00000047249_Arm,TPR,0.111740890688,5,16,1,0.2,0.925669853806,1
963,ABCB11,ENSGT00530000062896_ENSG00000073734_ABC_ATPase,P-loop_NTPase,-0.214143049933,0,15,0,0.0,-0.0743301461938,1
964,KLKB1,ENSGT00760000118962_ENSG00000164344_PAN_1,PAN,-0.0808097165992,2,15,0,0.0,-0.0743301461938,2
965,FBXW5,ENSGT00730000111276_ENSG00000159069_WD40,Beta_propeller,-0.170165057614,1,13,0,0.0,-0.0743301461938,1
966,SIN3A,ENSGT00390000007239_ENSG00000169375_PAH,PAH,-0.0713026911169,2,17,0,0.0,-0.0743301461938,1
967,C1QTNF9B,ENSGT00760000118830_ENSG00000205863_Collagen,Collagen,-0.200759109312,0,16,0,0.0,-0.0743301461938,2
968,NLRC3,ENSGT00860000133673_ENSG00000167984_LRR_6,LRR,-0.229438982071,0,14,0,0.0,-0.0743301461938,1
969,PKD1,ENSGT00700000104221_ENSG00000008710_PKD,E-set,-0.160607287449,0,20,0,0.0,-0.0743301461938,1
970,COL4A1,ENSGT00900000140804_ENSG00000187498_Collagen,Collagen,0.627703875072,12,14,0,0.0,-0.0743301461938,1
971,KPNA6,ENSGT00760000119094_ENSG00000025800_Arm,TPR,0.699132446501,13,14,0,0.0,-0.0743301461938,1
972,CDC20,ENSGT00870000136444_ENSG00000117399_WD40,Beta_propeller,-0.214143049933,0,15,0,0.0,-0.0743301461938,1
973,CRYBB1,ENSGT00760000118812_ENSG00000100122_Inhibitor_I36,gCrystallin,-0.18894974994,0,17,0,0.0,-0.0743301461938,1
974,KLHL11,ENSGT00800000124141_ENSG00000178502_Kelch_6,Beta_propeller,-0.229438982071,0,14,0,0.0,-0.0743301461938,1
975,VWA8,ENSGT00390000006601_ENSG00000102763_AAA_5,P-loop_NTPase,-0.200759109312,0,16,0,0.0,-0.0743301461938,1
976,IGSF10,ENSGT00860000133679_ENSG00000152580_I-set,Ig,-0.229438982071,0,14,0,0.0,-0.0743301461938,1
977,SLC12A9,ENSGT00760000119053_ENSG00000146828_SLC12,SLC12,-0.096180249956,1,23,0,0.0,-0.0743301461938,1
978,TMEM63B,ENSGT00390000011855_ENSG00000137216_RSN1_TM,RSN1_TM,-0.105340273761,1,21,0,0.0,-0.0743301461938,1
979,SVEP1,ENSGT00760000118803_ENSG00000165124_Sushi,EGF,-0.229438982071,0,14,0,0.0,-0.0743301461938,1
980,SEMA5B,ENSGT00760000119134_ENSG00000082684_TSP_1,TSP_1,-0.247088134538,0,13,0,0.0,-0.0743301461938,1
981,ZNF142,ENSGT00910000144103_ENSG00000115568_zf-H2C2_2,C2H2-zf,-0.229438982071,0,14,0,0.0,-0.0743301461938,1
982,SLC25A42,ENSGT00880000137904_ENSG00000181035_Mito_carr,Mito_carr,-0.247088134538,0,13,0,0.0,-0.0743301461938,1
983,Z83844.3,ENSGT00760000118863_ENSG00000285304_HAD_2,HAD,-0.147476383266,1,15,0,0.0,-0.0743301461938,2
984,LRRTM3,ENSGT00920000148957_ENSG00000198739_LRR_8,LRR,0.707986750092,11,11,0,0.0,-0.0743301461938,1
985,CPD,ENSGT00760000119124_ENSG00000108582_Peptidase_M14,Peptidase_MH,-0.147476383266,1,15,0,0.0,-0.0743301461938,1
986,TBL2,ENSGT00390000013836_ENSG00000106638_WD40,Beta_propeller,0.270561017929,7,14,0,0.0,-0.0743301461938,1
987,SEL1L,ENSGT00530000063170_ENSG00000071537_Sel1,TPR,-0.147476383266,1,15,0,0.0,-0.0743301461938,1
988,NECTIN2,ENSGT00900000140811_ENSG00000130202_Ig_3,Ig,-0.18894974994,0,17,0,0.0,-0.0743301461938,2
989,ADAMTS19,ENSGT00900000140815_ENSG00000145808_TSP_1,TSP_1,-0.401518218623,0,8,0,0.0,-0.0743301461938,1
990,IGF1R,ENSGT00760000118818_ENSG00000140443_fn3,E-set,-0.18894974994,0,17,0,0.0,-0.0743301461938,1
991,MAP2,ENSGT00530000063491_ENSG00000078018_Tubulin-binding,Tubulin-binding,-0.200759109312,0,16,0,0.0,-0.0743301461938,1
992,TULP4,ENSGT00610000085970_ENSG00000130338_ANAPC4_WD40,Beta_propeller,-0.169060302578,0,19,0,0.0,-0.0743301461938,1
993,MYL12B,ENSGT00760000119196_ENSG00000118680_EF-hand_1,EF_hand,0.0375168690958,4,21,0,0.0,-0.0743301461938,2
994,C6,ENSGT00550000074478_ENSG00000039537_TSP_1,TSP_1,-0.17845254161,0,18,0,0.0,-0.0743301461938,1
995,ACAP2,ENSGT00760000118874_ENSG00000114331_Ank,Ank,-0.229438982071,0,14,0,0.0,-0.0743301461938,1
996,ADAR,ENSGT00550000074412_ENSG00000160710_dsrm,DSRM,-0.247088134538,0,13,0,0.0,-0.0743301461938,1
997,ROS1,ENSGT00760000118818_ENSG00000047936_fn3,E-set,-0.276518218623,1,8,0,0.0,-0.0743301461938,1
998,PABPC1L,ENSGT00760000118913_ENSG00000101104_RRM_1,RRM,-0.229438982071,0,14,0,0.0,-0.0743301461938,1
999,CHADL,ENSGT00920000148957_ENSG00000100399_LRR_8,LRR,-0.200759109312,0,16,0,0.0,-0.0743301461938,1
1000,PDGFRB,ENSGT00760000118923_ENSG00000113721_Ig_3,Ig,-0.214143049933,0,15,0,0.0,-0.0743301461938,1
1001,GPLD1,ENSGT00390000013522_ENSG00000112293_FG-GAP,Beta_propeller,0.278785425101,6,10,0,0.0,-0.0743301461938,1
1002,LAMC1,ENSGT00780000121851_ENSG00000135862_Laminin_EGF,EGF,-0.229438982071,0,14,0,0.0,-0.0743301461938,1
1003,ZNF692,ENSGT00530000063153_ENSG00000171163_zf-C2H2,C2H2-zf,-0.356905083221,0,9,0,0.0,-0.0743301461938,1
1004,GOLGA8H,ENSGT00530000062932_ENSG00000261794_GOLGA2L5,GOLGA2L5,-0.0367316893633,2,33,0,0.0,-0.0743301461938,19
1005,NFKBIZ,ENSGT00550000074527_ENSG00000144802_Ank_2,Ank,-0.110607287449,1,20,0,0.0,-0.0743301461938,1
1006,WFDC6,ENSGT00730000110932_ENSG00000243543_WAP,WAP,0.137527250078,5,13,0,0.0,-0.0743301461938,4
1007,MDK,ENSGT00390000007640_ENSG00000110492_PTN_MK_N,PTN_MK_N,-0.267678812416,0,12,0,0.0,-0.0743301461938,1
1008,DCAF13,ENSGT00390000005711_ENSG00000164934_WD40,Beta_propeller,-0.214143049933,0,15,0,0.0,-0.0743301461938,1
1009,PRDM15,ENSGT00920000149092_ENSG00000141956_zf-C2H2,C2H2-zf,-0.214143049933,0,15,0,0.0,-0.0743301461938,1
1010,VCL,ENSGT00550000074411_ENSG00000035403_Vinculin,Vinculin,0.639392712551,16,20,0,0.0,-0.0743301461938,1
1011,EGFLAM,ENSGT00530000063501_ENSG00000164318_Laminin_G_2,Concanavalin,-0.214143049933,0,15,0,0.0,-0.0743301461938,1
1012,JPT2,ENSGT00390000007652_ENSG00000206053_JUPITER,JUPITER,-0.214143049933,0,15,0,0.0,-0.0743301461938,1
1013,ANKRD22,ENSGT00390000009005_ENSG00000152766_Ank_4,Ank,-0.229438982071,0,14,0,0.0,-0.0743301461938,1
1014,TTC37,ENSGT00390000016407_ENSG00000198677_TPR_1,TPR,-0.18894974994,0,17,0,0.0,-0.0743301461938,1
1015,MYO5B,ENSGT00900000140810_ENSG00000167306_IQ,EF_hand,0.265991902834,8,18,0,0.0,-0.0743301461938,1
1016,IGF2BP1,ENSGT00530000063171_ENSG00000159217_KH_1,KH,-0.247088134538,0,13,0,0.0,-0.0743301461938,1
1017,UNC93B1,ENSGT00530000063359_ENSG00000110057_UNC-93,MFS,-0.200759109312,0,16,0,0.0,-0.0743301461938,1
1018,ZNF691,ENSGT00840000129916_ENSG00000164011_zf-H2C2_2,C2H2-zf,3.47348178138,31,8,6,0.193548387097,1.92566985381,3
1019,PGGT1B,ENSGT00530000063392_ENSG00000164219_Prenyltrans,6_Hairpin,-0.229438982071,0,14,0,0.0,-0.0743301461938,1
1020,COL4A3,ENSGT00900000140804_ENSG00000169031_Collagen,Collagen,5.61174089069,93,16,0,0.0,-0.0743301461938,1
1021,LCT,ENSGT00550000074452_ENSG00000115850_Glyco_hydro_1,Glyco_hydro_tim,-0.110607287449,1,20,0,0.0,-0.0743301461938,1
1022,TSHZ2,ENSGT00390000014977_ENSG00000182463_zf-C2H2_4,C2H2-zf,0.270561017929,7,14,0,0.0,-0.0743301461938,1
1023,MCTP1,ENSGT00550000074417_ENSG00000175471_C2,C2,-0.18894974994,0,17,0,0.0,-0.0743301461938,1
1024,RHOT1,ENSGT00390000014374_ENSG00000126858_Arf,P-loop_NTPase,-0.18894974994,0,17,0,0.0,-0.0743301461938,1
1025,ANKFY1,ENSGT00920000149084_ENSG00000185722_Ank_2,Ank,-0.214143049933,0,15,0,0.0,-0.0743301461938,1
1026,KMT2D,ENSGT00760000119228_ENSG00000167548_PHD,zf-FYVE-PHD,-0.247088134538,0,13,0,0.0,-0.0743301461938,1
1027,LRPAP1,ENSGT00390000004855_ENSG00000163956_Alpha-2-MRAP_N,Alpha-2-MRAP_N,-0.247088134538,0,13,0,0.0,-0.0743301461938,1
1028,ANXA8L1,ENSGT00760000118972_ENSG00000264230_Annexin,Annexin,-0.0553036437247,1,40,0,0.0,-0.0743301461938,4
1029,TSHZ1,ENSGT00390000014977_ENSG00000179981_zf-C2H2_2,C2H2-zf,-0.214143049933,0,15,0,0.0,-0.0743301461938,1
1030,CRYBG2,ENSGT00670000097933_ENSG00000176092_Crystall,gCrystallin,-0.229438982071,0,14,0,0.0,-0.0743301461938,1
1031,PHLPP1,ENSGT00440000037833_ENSG00000081913_LRR_8,LRR,-0.200759109312,0,16,0,0.0,-0.0743301461938,1
1032,LPA,ENSGT00760000119133_ENSG00000198670_Kringle,Kringle,-0.200759109312,0,16,0,0.0,-0.0743301461938,2
1033,CNTN5,ENSGT00760000118840_ENSG00000149972_I-set,Ig,-0.229438982071,0,14,0,0.0,-0.0743301461938,1
1034,CCDC80,ENSGT00910000144117_ENSG00000091986_DUF4174,Thioredoxin,-0.214143049933,0,15,0,0.0,-0.0743301461938,1
1035,TNXB,ENSGT00920000148942_ENSG00000168477_fn3,E-set,6.67598878854,90,13,0,0.0,-0.0743301461938,1
1036,DCTN5,ENSGT00390000015360_ENSG00000166847_Hexapep,HEXAPEP,0.127703875072,5,14,0,0.0,-0.0743301461938,1
1037,SLITRK4,ENSGT00910000144028_ENSG00000179542_LRR_8,LRR,-0.0865818392134,2,14,0,0.0,-0.0743301461938,1
1038,GTF2I,ENSGT00530000063863_ENSG00000263001_GTF2I,GTF2I,0.278785425101,6,10,0,0.0,-0.0743301461938,1
1039,DNAJC7,ENSGT00890000139418_ENSG00000168259_TPR_1,TPR,-0.200759109312,0,16,0,0.0,-0.0743301461938,1
1040,DNAH1,ENSGT00760000118964_ENSG00000114841_AAA_5,P-loop_NTPase,-0.356905083221,0,9,0,0.0,-0.0743301461938,1
1041,PEF1,ENSGT00620000087734_ENSG00000162517_EF-hand_1,EF_hand,-0.229438982071,0,14,0,0.0,-0.0743301461938,1
1042,HEPACAM2,ENSGT00530000063550_ENSG00000188175_Ig_3,Ig,-0.267678812416,0,12,0,0.0,-0.0743301461938,1
1043,TIE1,ENSGT00810000125384_ENSG00000066056_fn3,E-set,-0.229438982071,0,14,0,0.0,-0.0743301461938,1
1044,BNC1,ENSGT00390000005844_ENSG00000169594_zf-met,C2H2-zf,-0.229438982071,0,14,0,0.0,-0.0743301461938,1
1045,SLC25A16,ENSGT00920000149156_ENSG00000122912_Mito_carr,Mito_carr,-0.229438982071,0,14,0,0.0,-0.0743301461938,1
1046,PODN,ENSGT00760000118969_ENSG00000174348_LRR_8,LRR,-0.292013249908,0,11,0,0.0,-0.0743301461938,1
1047,ANXA8,ENSGT00760000118972_ENSG00000265190_Annexin,Annexin,-0.0553036437247,1,40,0,0.0,-0.0743301461938,4
1048,UCP1,ENSGT00760000119170_ENSG00000109424_Mito_carr,Mito_carr,-0.321214574899,0,10,0,0.0,-0.0743301461938,1
1049,DLG3,ENSGT00760000118866_ENSG00000082458_PDZ,PDZ-like,-0.267678812416,0,12,0,0.0,-0.0743301461938,1
1050,FSCN1,ENSGT00530000063373_ENSG00000075618_Fascin,Trefoil,-0.18894974994,0,17,0,0.0,-0.0743301461938,1
1051,LGR6,ENSGT00760000119088_ENSG00000133067_LRR_8,LRR,-0.267678812416,0,12,0,0.0,-0.0743301461938,1
1052,AL592490.1,ENSGT00920000148958_ENSG00000197991_Cadherin,E-set,-0.214143049933,0,15,0,0.0,-0.0743301461938,2
1053,CLASP2,ENSGT00390000001762_ENSG00000163539_CLASP_N,TPR,-0.229438982071,0,14,0,0.0,-0.0743301461938,1
1054,CDH5,ENSGT00900000140970_ENSG00000179776_Cadherin,E-set,-0.214143049933,0,15,0,0.0,-0.0743301461938,1
1055,KIRREL3,ENSGT00550000074545_ENSG00000149571_Ig_3,Ig,-0.17845254161,0,18,0,0.0,-0.0743301461938,1
1056,MTF1,ENSGT00910000144040_ENSG00000188786_zf-C2H2,C2H2-zf,-0.0151532677848,3,14,0,0.0,-0.0743301461938,1
1057,KLHL41,ENSGT00910000143979_ENSG00000239474_Kelch_1,Beta_propeller,0.127703875072,5,14,0,0.0,-0.0743301461938,1
1058,ADAMTS9,ENSGT00900000140774_ENSG00000163638_TSP_1,TSP_1,-0.214143049933,0,15,0,0.0,-0.0743301461938,1
1059,LAMA3,ENSGT00780000121851_ENSG00000053747_Laminin_EGF,EGF,-0.147476383266,1,15,0,0.0,-0.0743301461938,1
1060,ZBTB40,ENSGT00920000149035_ENSG00000184677_zf-C2H2,C2H2-zf,-0.247088134538,0,13,0,0.0,-0.0743301461938,1
1061,LRRC4C,ENSGT00760000118831_ENSG00000148948_LRR_8,LRR,-0.0124791617052,3,17,0,0.0,-0.0743301461938,1
1062,SALL1,ENSGT00550000074555_ENSG00000103449_zf-C2H2,C2H2-zf,1.1991324465,20,14,0,0.0,-0.0743301461938,1
1063,NBEAL2,ENSGT00760000119083_ENSG00000160796_WD40,Beta_propeller,-0.247088134538,0,13,0,0.0,-0.0743301461938,1
1064,TONSL,ENSGT00760000119090_ENSG00000160949_Ank_4,Ank,-0.292013249908,0,11,0,0.0,-0.0743301461938,1
1065,TXNDC16,ENSGT00390000006080_ENSG00000087301_Thioredoxin_6,Thioredoxin,-0.214143049933,0,15,0,0.0,-0.0743301461938,1
1066,ATP8A2,ENSGT00910000144008_ENSG00000132932_Hydrolase,HAD,-0.158010410642,1,14,0,0.0,-0.0743301461938,1
1067,TNFRSF19,ENSGT00730000110978_ENSG00000127863_TNFR_c6,TNF_receptor,-0.229438982071,0,14,0,0.0,-0.0743301461938,1
1068,COL9A1,ENSGT00900000140850_ENSG00000112280_Collagen,Collagen,0.154880791723,6,18,0,0.0,-0.0743301461938,1
1069,BX088645.1,ENSGT00760000118991_ENSG00000283378_Laminin_G_2,Concanavalin,-0.0151532677848,3,14,0,0.0,-0.0743301461938,4
1070,DSC2,ENSGT00760000118906_ENSG00000134755_Cadherin,E-set,-0.0921727395412,1,24,0,0.0,-0.0743301461938,3
1071,NUP37,ENSGT00390000010777_ENSG00000075188_WD40,Beta_propeller,-0.229438982071,0,14,0,0.0,-0.0743301461938,1
1072,ZBTB48,ENSGT00910000144160_ENSG00000204859_zf-H2C2_2,C2H2-zf,-0.247088134538,0,13,0,0.0,-0.0743301461938,1
1073,ANKRD16,ENSGT00920000149022_ENSG00000134461_Ank_2,Ank,-0.229438982071,0,14,0,0.0,-0.0743301461938,1
1074,ARHGAP5,ENSGT00920000148997_ENSG00000100852_RhoGAP-FF1,FF,0.413418160787,9,14,0,0.0,-0.0743301461938,1
1075,ANKHD1,ENSGT00920000148967_ENSG00000131503_Ank_2,Ank,0.0525236167341,4,15,0,0.0,-0.0743301461938,2
1076,TPBG,ENSGT00880000138002_ENSG00000146242_LRR_8,LRR,-0.292013249908,0,11,0,0.0,-0.0743301461938,1
1077,CDHR2,ENSGT00920000149083_ENSG00000074276_Cadherin,E-set,-0.247088134538,0,13,0,0.0,-0.0743301461938,1
1078,WDFY4,ENSGT00760000119083_ENSG00000128815_WD40,Beta_propeller,-0.267678812416,0,12,0,0.0,-0.0743301461938,1
1079,IKZF3,ENSGT00550000074392_ENSG00000161405_zf-H2C2_2,C2H2-zf,-0.170165057614,1,13,0,0.0,-0.0743301461938,1
1080,ANKRA2,ENSGT00920000149103_ENSG00000164331_Ank_5,Ank,0.0562753036437,4,14,0,0.0,-0.0743301461938,1
1081,MORN5,ENSGT00390000018089_ENSG00000185681_MORN,MORN,-0.292013249908,0,11,0,0.0,-0.0743301461938,1
1082,COL11A1,ENSGT00900000140789_ENSG00000060718_Collagen,Collagen,-0.116428723631,1,19,0,0.0,-0.0743301461938,1
1083,FBXW2,ENSGT00760000119106_ENSG00000119402_WD40,Beta_propeller,-0.214143049933,0,15,0,0.0,-0.0743301461938,1
1084,CDK5RAP2,ENSGT00530000063845_ENSG00000136861_Cnn_1N,Cnn_1N,-0.130126220529,1,17,0,0.0,-0.0743301461938,1
1085,P3H2,ENSGT00550000074573_ENSG00000090530_TPR_2,TPR,-0.247088134538,0,13,0,0.0,-0.0743301461938,1
1086,ZNF286B,ENSGT00910000144031_ENSG00000249459_zf-H2C2_2,C2H2-zf,0.813752725008,109,130,1,0.00917431192661,-0.0118301461938,16
1087,RNF7,ENSGT00390000017058_ENSG00000114125_zf-RING_2,RING,0.0492408906883,4,16,0,0.0,-0.0743301461938,1
1088,PCBP3,ENSGT00760000119144_ENSG00000183570_KH_1,KH,-0.200759109312,0,16,0,0.0,-0.0743301461938,1
1089,PABPC4,ENSGT00760000118913_ENSG00000090621_RRM_1,RRM,-0.169060302578,0,19,0,0.0,-0.0743301461938,2
1090,ANKRD12,ENSGT00760000119090_ENSG00000101745_Ank_4,Ank,-0.229438982071,0,14,0,0.0,-0.0743301461938,1
1091,THEGL,ENSGT00520000059439_ENSG00000249693_THEG,THEG,1.7575708502,12,5,0,0.0,-0.0743301461938,1
1092,COL18A1,ENSGT00710000106713_ENSG00000182871_Collagen,Collagen,1.87710301395,37,18,0,0.0,-0.0743301461938,1
1093,ZNF410,ENSGT00910000144040_ENSG00000119725_zf-H2C2_2,C2H2-zf,-0.247088134538,0,13,0,0.0,-0.0743301461938,1
1094,VSIG10L2,ENSGT00840000129907_ENSG00000283703_Ig_3,Ig,-0.202024291498,2,6,0,0.0,-0.0743301461938,1
1095,ODF3L2,ENSGT00440000039820_ENSG00000181781_SHIPPO-rpt,SHIPPO-rpt,-0.247088134538,0,13,0,0.0,-0.0743301461938,1
1096,TGFB1I1,ENSGT00760000118910_ENSG00000140682_LIM,Zn_Beta_Ribbon,-0.321214574899,0,10,0,0.0,-0.0743301461938,1
1097,LRRC49,ENSGT00900000140836_ENSG00000137821_LRR_9,LRR,-0.0141430499325,3,15,0,0.0,-0.0743301461938,1
1098,WDR66,ENSGT00390000013370_ENSG00000158023_WD40,Beta_propeller,-0.229438982071,0,14,0,0.0,-0.0743301461938,1
1099,CASKIN1,ENSGT00920000148972_ENSG00000167971_Ank_2,Ank,0.341989589358,8,14,0,0.0,-0.0743301461938,1
1100,MST1,ENSGT00760000119133_ENSG00000173531_Kringle,Kringle,-0.229438982071,0,14,0,0.0,-0.0743301461938,1
1101,ZFR2,ENSGT00550000074528_ENSG00000105278_zf-met,C2H2-zf,-0.356905083221,0,9,0,0.0,-0.0743301461938,1
1102,CAST,ENSGT00390000002993_ENSG00000153113_Calpain_inhib,Calpain_inhib,0.752911865462,13,13,0,0.0,-0.0743301461938,1
1103,ABCA12,ENSGT00760000118965_ENSG00000144452_AAA_21,P-loop_NTPase,-0.229438982071,0,14,0,0.0,-0.0743301461938,1
1104,TM6SF2,ENSGT00390000012913_ENSG00000213996_DUF2781,DUF2781,-0.200759109312,0,16,0,0.0,-0.0743301461938,1
1105,LRBA,ENSGT00760000119083_ENSG00000198589_WD40,Beta_propeller,0.291373403924,7,13,0,0.0,-0.0743301461938,1
1106,RRP9,ENSGT00910000144185_ENSG00000114767_WD40,Beta_propeller,-0.247088134538,0,13,0,0.0,-0.0743301461938,1
1107,MAGI3,ENSGT00650000092997_ENSG00000081026_PDZ,PDZ-like,-0.18894974994,0,17,0,0.0,-0.0743301461938,1
1108,PRDM2,ENSGT00920000149067_ENSG00000116731_zf-C2H2,C2H2-zf,-0.200759109312,0,16,0,0.0,-0.0743301461938,1
1109,CAPN11,ENSGT00760000118971_ENSG00000137225_EF-hand_1,EF_hand,-0.247088134538,0,13,0,0.0,-0.0743301461938,1
1110,ZNF76,ENSGT00910000144040_ENSG00000065029_zf-H2C2_2,C2H2-zf,-0.24579397211,1,9,0,0.0,-0.0743301461938,1
1111,BICC1,ENSGT00900000140968_ENSG00000122870_KH_1,KH,-0.229438982071,0,14,0,0.0,-0.0743301461938,1
1112,PWP1,ENSGT00390000017324_ENSG00000136045_WD40,Beta_propeller,-0.200759109312,0,16,0,0.0,-0.0743301461938,1
1113,THBD,ENSGT00920000148956_ENSG00000178726_FXa_inhibition,EGF,-0.0713026911169,2,17,0,0.0,-0.0743301461938,1
1114,GNB1,ENSGT00760000119239_ENSG00000078369_WD40,Beta_propeller,-0.18894974994,0,17,0,0.0,-0.0743301461938,1
1115,THOC3,ENSGT00890000139430_ENSG00000051596_ANAPC4_WD40,Beta_propeller,-0.18894974994,0,17,0,0.0,-0.0743301461938,1
1116,TRIM39-RPP21,ENSGT00760000118893_ENSG00000248167_zf-RING_UBOX,RING,-0.0028286099865,3,75,0,0.0,-0.0743301461938,16
1117,EPPIN,ENSGT00730000110932_ENSG00000101448_WAP,WAP,0.214450327001,6,13,0,0.0,-0.0743301461938,4
1118,WDR19,ENSGT00590000083165_ENSG00000157796_Clathrin,TPR,-0.18894974994,0,17,0,0.0,-0.0743301461938,1
1119,AMBRA1,ENSGT00390000016223_ENSG00000110497_ANAPC4_WD40,Beta_propeller,-0.214143049933,0,15,0,0.0,-0.0743301461938,1
1120,COL3A1,ENSGT00900000140789_ENSG00000168542_Collagen,Collagen,1.88980493191,24,11,0,0.0,-0.0743301461938,1
1121,KRTAP29-1,ENSGT00880000137966_ENSG00000212658_Keratin_B2_2,Keratin_assoc,1.36067937198,59,41,1,0.0169491525424,-0.00290157476518,14
1122,NELL1,ENSGT00810000125439_ENSG00000165973_EGF_CA,EGF,0.484846732215,10,14,0,0.0,-0.0743301461938,1
1123,KRT2,ENSGT00910000144006_ENSG00000172867_Keratin_2_head,Keratin_2_head,0.232321187584,6,12,0,0.0,-0.0743301461938,3
1124,ZSCAN5B,ENSGT00710000106788_ENSG00000197213_zf-H2C2_2,C2H2-zf,0.446963562753,5,4,0,0.0,-0.0743301461938,3
1125,TCTE1,ENSGT00730000110609_ENSG00000146221_LRR_6,LRR,-0.247088134538,0,13,0,0.0,-0.0743301461938,1
1126,ITPR3,ENSGT00760000119152_ENSG00000096433_RIH_assoc,RIH_assoc,-0.229438982071,0,14,0,0.0,-0.0743301461938,1
